title,content
백화점 속 미술관 ‘판교 아트 뮤지엄’ [포토뉴스],경기 성남시 현대백화점 판교점을 찾은 방문객들이 11일 건물 1층 ‘열린 광장’에서 백화점 전체를 예술작품으로 꾸민 ‘판교 아트 뮤지엄’ 행사에 전시된 작품들을 감상하고 있다.
트럼프 확진에… 방한 앞둔 폼페이오 “일정 재검토”,"도널드 트럼프 미국 대통령의 신종 코로나바이러스 감염증(코로나19) 확진 사태 ‘후폭풍’이 거세다. 당장 오는 7∼8일 이틀 일정으로 예고된 마이크 폼페이오 미 국무장관의 방한이 성사될지 불투명해졌다. 폼페이오 장관 측은 일정을 그대로 소화할지 재검토에 착수한 것으로 전해졌다. 2일 외신에 따르면 유럽 등을 순방 중인 폼페이오 장관은 이탈리아 로마에서 비행기를 타고 크로아티아의 유명 관광지 두브로브니크로 이동하던 중 기내에서 기자들에게 아시아 3개국 순방 일정을 예정대로 소화할지 재검토하는 중이라고 말했다. 앞서 미 국무부는 폼페이오 장관이 오는 4일부터 8일까지 일본·몽골·한국 세 나라를 방문한다고 밝혔다. 일본 도쿄에서 미국·일본·호주·인도 4개국 외교장관이 참여하는 ‘쿼드’ 회담을 갖고 이후 몽골을 거쳐 한국을 7, 8일 이틀간 방문하는 일정이다. 몽골 방문 후 한국에 와서는 7, 8일 이틀을 머물며 앞서 문재인 대통령이 유엔 연설에서 강조한 한반도 종전선언, 북한군이 해상에서 표류 중인 한국 공무원에 총격을 가해 사망케 한 사건 등에 관해 우리 외교부와 의견을 조율할 방침인 것으로 알려져 왔다. 하지만 트럼프 대통령의 코로나19 확진이라는 전혀 예상치 못한 돌발변수가 생겼다. 트럼프 대통령과 영부인 멜라니아 여사는 확진 판정 후에도 대체로 건강 상태가 양호한 것으로 알려져 있으나 트럼프 대통령이 올해 74세의 고령인 점, 비만한 체구로 인해 전부터 코로나19 ‘위험군’으로 꼽혀 온 점 등을 감안하면 ‘만일’의 경우에 대비하는 것이 필수다. 미 행정부의 장관 가운데 국무장관은 서열이 가장 높은 편이다. 대통령 유고 시 그 권한을 넘겨받아 대신 행사할 승계 순위에 있어 국무장관은 4번째로 상당히 앞자리를 차지한다. 폼페이오 장관 입장에선 자신을 둘러싼 위험 요인을 가급적 줄이는 게 공직자로서 올바른 자세인 셈이다. 백악관에서 자가격리에 들어간 트럼프 대통령이 정상적으로 외교활동을 수행할 수 없는 상황이란 점도 중요하다. 미국 외교가에선 “폼페이오 장관이 각종 외교·안보 현안을 챙기기 위해 아시아 순방 일정을 취소할 가능성도 배제할 수 없다”는 관측이 나온다."
‘4번의 감사’에도 드러나지 않은 수협 직원의 7년 횡령,"지난 3월, 경주 수협의 예금 업무를 담당하던 한 직원이 7년간(2013~2020년) 총 153건에 걸쳐 35억 원이 넘는 금융사고를 일으켰고, 수협에서 동일기간 4번의 감사를 진행했음에도 아무도 이 사실을 인지하지 못했던 것으로 알려져 큰 충격을 주고 있다. 이런 상황에도 여전히 수협 내에는 전보규정을 위반한 채 동일 지점 내에서 3년 이상 붙박이 근무를 하는 직원이 200명이 넘는 것으로 밝혀졌다. 국회 농림축산식품해양수산위원회 소속 국민의힘 안병길 의원(부산 서·동구)이 22일 수협중앙회로부터 제출받은 자료에 따르면 수협중앙회 자체 전보기준 제80조 제1항을 보면 신용 또는 상호금융 업무를 취급하는 본소 및 지사무소에서는 원칙적으로 단위 부서 내 3년 이상의 근무를 초과하지 않도록 규정하고 있다. 경주 수협의 직원도 어떠한 이유로 가능했는지는 밝혀지지 않았으나, 같은 지점에서 동일 업무를 7년 동안 수행한 것으로 드러났다. 그럼에도 조합 감사실에서 실시한 4차례의 감사결과에서도 아무런 지적도 받지 않았다. 7년에 걸쳐 35억 원의 금융사고를 일으키고, 변제 및 돌려막기를 통해 총 12억 원을 횡령한 사실은 뒤늦게 후임 직원이 신고를 하고 나서야 발각되었다. 현재 이 사건은 재판 진행 중으로, 재판 과정에서도 허위 탄원서 제출 논란, 피해자에 대한 변제 담보력 논란, 조합의 신뢰도 저하, 금전 손실까지 더해져 2차, 3차 피해를 양산하고 있다. 그러나 이러한 위험이 경주 수협에만 해당되는 것이 아니었다. 안 의원이 제출받은 수협중앙회 금융사고 발생현황에 따르면 지난 5년간 수협 지점 내에서 일어난 횡령사건 규모만 41억 원이 넘으며 배임사건 규모도 약 30억 원에 달한 것으로 드러났다. 회원조합 자체감사를 통해 순환보직 문제로 지적받은 경우는 지난 5년간 단 16건에 불과했으며, 지역 단위수협에서 각종 사고가 발생할 때마다 중앙회에서는 내부통제·윤리교육 강화 및 비위신고 활성화 대책을 발표하고 있지만,직원통제 방안이 실효성이 떨어지는 것은 아닌지 의문이 제기되는 실정이다. 안 의원은 “붙박이 근무를 방조하고 있는 수협의 연이은 느슨함이 제2, 제3의 경주 수협 사태를 일으키지는 않을지 매우 우려가 크다”며 “반복되는 금융사고로 인해 수협의 신뢰가 하락하고, 조합원 간 갈등과 반목이 더 이상 발생하지 않도록 특단의 대책이 마련되어야 할 것”이라고 주장했다. 안 의원은 이어 “수협 전 직원은 수협의 명예 실추는 수협 만이 아니라 우리 어민 전체의 자존심을 깎아내리는 일임을 항상 명심해야 할 것”이라고 강조했다."
"합참 ""우리 선박 서해 NLL 넘었다가 복귀…항로 착오""","합동참모본부와 해양경찰에 따르면 이날 오후 1시께 인천시 옹진군 연평도 인근 우도에서 북서쪽으로 약 11.4㎞ 떨어진 곳에서 우리측 4.59t 운반선 한 척이 NLL을 넘어 북측 해역으로 들어갔다. 해당 선박은 약 10분가량 NLL 북측 해역에 머물렀다. 해군은 NLL 월선 발견 직후 해경에 통보했으며, 선박은 곧바로 NLL 남쪽으로 돌아왔다. 선박에는 베트남 선원 2명, 중국인 선원 1명 등 총 3명이 승선했고 선장은 탑승하지 않은 것으로 전해졌다. 합참은 ""이와 관련해 우리 군은 관계기관과 공조해 당시 월선 경위 등 전반에 대해 조사 중""이라며 ""조사 결과가 나오면 추가로 설명할 예정""이라고 설명했다."
"벨기에 에일 맥주 그림버겐, 월드 비어 어워드 2020 수상","K-주류 문화를 선도하고 있는 ㈜골든블루는 900년 역사의 벨기에 수도원 에일 맥주 '그림버겐'이 월드 비어 어워드 2020(World Beer Awards 2020)에 참가하여 높은 품질과 우수한 맛을 인정받아 수상을 했다고 밝혔다. 월드 비어 어워드는 월드 드링크 어워드(World Drink Awards)에서 2007년도부터 진행하고 있는 주류 품평회로, 까다로운 기준과 공정한 심사를 거쳐 최고의 맥주를 선발하는 세계적 권위의 맥주 대회다. 올해는 50개 국가에서 약 2,200개의 브랜드가 참가해 치열한 경쟁을 펼쳤으며, 맥주의 맛과 향, 품질, 패키지 디자인 등 다양한 요소를 평가하여 메달을 수여했다. 이번 대회에서 '그림버겐 블랑쉬'는 벨지안 스타일 밀맥주 부문(Belgian Style Witbier)에 참가해 금상(Country Gold)을 수상했으며, '그림버겐 더블앰버'는 다크 벨지안 스타일 듀벨 부문(Dark Belgian Style Dubbel)에서 은상(Country Silver)을 수여 받았다. 한편, 독특한 맛을 가진 에일 맥주에 대한 선호도가 높아짐에 따라, ㈜골든블루는 지난해 10월부터 '그림버겐 블랑쉬'와 '더블앰버' 2종을 국내에 공식 수입, 유통하기 시작했다. '그림버겐 블랑쉬'는 대중적인 밀맥주 계열로 상큼한 오렌지 향과 크리미한 거품이 가득해 부드러우면서도 산뜻한 청량감을 자랑한다. 호박색의 독특한 컬러와 진한 풍미를 가진 '더블앰버'는 앰버 맥주 특유의 씁쓸한 맛과 카라멜의 달콤함이 완벽하게 조화되어 신선한 제품을 찾는 맥주 매니아들 사이에서 인기를 끌고 있다. 특히, 수도원 맥주 고유의 깊고 개성있는 맛을 가진 '그림버겐'을 맛보길 원하는 소비자들이 꾸준히 늘어남에 따라 ㈜골든블루는 올 5월에 '그림버겐 블랑쉬' 캔(500ml) 제품을 국내에 선보여 전국 주요 대형마트, 편의점에서 판매하고 있다."
"문 대통령, 독일 메르켈 총리와 통화 ""WTO 총장 선거 지지 요청""","문재인 대통령이 앙겔라 메르켈 독일 총리와 전화 통화를 하고 세계무역기구, WTO 사무총장 선거에 출마한 유명희 산업통상자원부 통상교섭본부장을 지지해 달라고 요청했습니다. 문 대통령은 오늘(1일) 오후 메르켈 총리와 가진 20분간 통화에서 ""한국이 자유무역질서 속에서 성장해왔고 다자무역체제의 수호와 발전이 WTO를 중심으로 이뤄져야 한다는 확고한 신념을 갖고 있다""면서 ""유 본부장은 이러한 신념을 실현할 수 있는 비전과 역량을 갖추고 있고 WTO를 발전시키고 신뢰를 회복시킬 수 있는 최적임자라 생각한다""고 말했습니다. 메르켈 총리는 이에 대해 ""한국의 유명희 후보가 능력과 전문성을 갖춘 적임자로 보고 있다""고 답했습니다. 이번 정상 통화는 문 대통령이 지난달 말 메르켈 총리에게 유 본부장에 대한 지지를 요청하는 서한을 보낸 데 이어 통화를 제의해 이뤄졌습니다. 문 대통령은 또 독일통일 30주년이 되는 오는 10월 3일이 ""한반도 평화와 통일을 희망하는 우리 국민들에게도 많은 영감을 주는 의미있는 날""이라며 축하했습니다. 또 ""총리 리더십 하에 독일이 코로나 대응에 있어 모범이 되어온 것에 경의를 표한다""면서 ""앞으로도 인류가 코로나 위기를 극복하는데 선도적인 역할을 해 줄 것으로 기대한다""고 말했습니다. 메르켈 총리는 이에 대해 ""한국이 통일에 대해 꾸는 꿈을 잘 알고 있다""면서 ""성대하게 독일통일 30주년 행사를 치르고 싶었으나 코로나 때문에 그러지 못해 유감""이라고 말했습니다. 그러면서 ""코로나 확산을 막아온 한국의 대처 방식에 큰 관심이 있다""고 말했습니다. 문 대통령은 ""한국의 최고명절 추석에 통화하게 돼 기쁘게 생각한다""며 ""코로나가 진정돼 직접 만날 수 있는 기회가 빨리 오기를 고대한다""고 말했습니다. 메르켈 총리도 이에 대해 ""한국의 최고명절인 추석을 맞이한 것을 축하한다""며 문 대통령의 건강을 기원한다고 말했습니다."
"전동 킥보드 사고, 피해자 자동차보험으로 보상 받는다","앞으로 전동 킥보드 사고로 다쳤을 때 본인이나 가족이 가입한 자동차 보험으로 명확히 보상받을 수 있게 됩니다. 오는 22일부터는 자동차보험의 음주운전 사고부담금이 1천100만 원 올라갑니다. 금감원이 이런 내용을 담은 자동차보험 표준약관 개정안을 발표했습니다. 보도에 이종수 기자입니다. 신호가 바뀌고 횡단보도를 통과하려던 차량이 전동킥보드와 충돌합니다. 이용자가 저만치 튕겨 나갑니다. 킥보드 이용자가 크게 늘면서 이용자 부주의로 발생한 사고도 급증했습니다. 국내 한 보험사에 접수된 전동킥보드 관련 사고는 4년 전 49건에서 지난해엔 890건으로 18배 넘게 급증했고, 올 상반기까지만도 886건으로, 지난해 발생 건수 전체에 육박했습니다. 하지만 사고 처리 비용 등을 둘러싸고 논란이 끊이지 않았습니다. 앞으로는 전동 킥보드 사고로 다쳤을 때 피해자 본인이나 가족이 가입한 자동차 보험으로 명확히 보상받을 수 있게 됩니다. 가해자가 보상을 거부할 때 보험사는 사고 피해자에게 치료비를 먼저 보상하고, 가해자에게 나중에 구상하도록 한 겁니다. 전동 킥보드 사고의 보상 한도는 사망, 1억5천만 원, 상해 1급 3천만 원∼상해 14급 50만 원 이내로 조정됩니다. 이와 함께 음주운전으로 인한 대인배상 사고부담금을 최대 1억3백만 원에서 1억1천만 원으로, 대물배상은 최대 5천1백만 원에서 5천5백만 원으로 올리기로 했습니다. 사고부담금 인상은 오는 22일부터 신규 가입 또는 갱신하는 자동차보험 계약에 적용됩니다. 또 자동차 대물 사고 시 렌트를 하지 않는 경우 지급하는 교통비를 현행 대차료의 30%에서 35%로 인상하기로 했습니다. 그랜저 2.4 차량을 5일 동안 수리했을 경우 교통비는 현행 24만 원에서 28만 원으로 올라갑니다. YTN 이종수[jslee@ytn.co.kr]입니다."
"로또 1등 '1, 3, 30, 33, 36, 39'...4명 당첨 57억씩","6개 번호를 모두 맞춘 1등 당첨자는 4명이다. 각각 57억6577만2844원을 받는다. 5개 번호와 보너스 번호를 맞춘 2등은 66명으로 당첨금은 5824만130원이다. 5개 번호를 맞춘 3등 2359명은 각각 162만9440원을 가져간다. 4개 번호를 맞춘 4등 11만6726명은 5만원씩 받는다. 번호 3개를 맞춘 5등 당첨자는 198만5417명으로 5000원씩 가져간다. 1등 배출점은 4곳으로 자동 3건, 수동 1건이 당첨됐다. 장소는 △대박복권마을(서울 영등포구 당산로 140 △당산로또명당점(서울 영등포구 양평로 52) △운수대통복권방(전북 익산시 무왕로23길 3) △CU 포항오거리점(경북 포항시 북구 죽도로 33)이다. 당첨금 지급기한은 지급 개시일로부터 1년 이내다. 당첨금 지급 마지막 날이 휴일이면 다음 영업일까지 받을 수 있다."
"추미애 ""여야 정치인 차별 수사 합동 감찰하라""","추미애 법무부 장관이 22일 라임 자산운용 사건과 관련해 검찰의 비위 제보 은폐 및 야당 정치인에 대한 편향 수사 논란에 대한 감찰을 지시했다. 라임 사태의 핵심 인물인 김봉현 전 스타모빌리티 회장이 언론에 보낸 서한을 통해 제기한 문제들에 대해 법무부와 대검 감찰부가 합동으로 감찰하라는 것이다. 이에 대해 윤석열 검찰총장은 ""일방적 발표""라며 강하게 반발해 법무부와 대검의 정면충돌이 더욱 격화될 전망이다. 법무부는 이날 오후 추 장관의 지시 사항을 공개하며 ""검사 및 검찰수사관 비위에 대한 보고와 관련해 검찰총장과 서울남부지검 지휘부는 최근 언론 보도 전까지 그 사실을 보고받지 못해 이를 전혀 알지 못했다고 주장하는 반면, 제보자의 비위 주장은 구체적인 정황과 부합하는 상황""이라고 했다. 감찰 안건은 ""중대 비위가 발생했음에도 수사 검사 또는 보고 계통에서 은폐하거나 무마했는지 여부""라고 했다. 법무부는 이어 검사 출신 야당 정치인 수사와 관련해선 ""전임 수사팀이 여당 정치인에 대한 수사와는 다른 시기와 방식으로 보고한 경위 등의 적법성‧타당성""을 언급하며 ""올해 5월초 야당 정치인에 대한 비위 사실을 제보 받은 후 8월 검사 인사 시까지 약 4개월 동안 여당 정치인에 대한 수사와는 달리 차별적으로 진행된 것은 아닌지 여부""라고 밝혔다. 법무부는 ""대검찰청 국정감사에서의 논란과 관련""이라고 명시해 추 장관의 감찰 지시가 이날 윤석열 검찰총장이 법제사법위원회 국감에서 '작심 발언'을 쏟아낸 것과 무관치 않음을 드러냈다. 감찰 안건이 된 접대 의혹과 관련해 윤 총장은 김봉현 전 회장이 언론에 공개하기 전까지 관련 내용을 전혀 알지 못했다는 입장을 밝혀왔다. 그러면서 그는 ""보도를 접하자마자 서울남부지검장에게 철저한 조사를 지시했다""고 했다. 또한 야당 정치인 관련 문제는 검사장으로부터 직접 보고를 받고 ""'제 식구 감싸기'라는 욕을 먹지 않도록 하라""는 지시를 했다고 밝혔다. 추 장관의 합동 감찰 지시가 알려진 뒤 속개된 국감에서 윤 총장은 ""대검과 사전에 협의가 돼야 발표할 수 있는 것""이라며 ""일방적인 발표""라고 추 장관을 향한 불편한 심경을 드러냈다. 그는 ""대검 감찰부는 총장의 소관""이라며 이 같이 말했다. 윤 총장은 또 ""법무부 직제령에 따르면 감사는 수사 소추에 관여하는 목적으로 하지 못하게 돼 있는데, 현재 서울남부지검 수사가 진행되고 있어 수사 소추에 관여하는 것으로 비칠 수 있다""고도 했다. 법무부와 합동 감찰 주체로 지목된 대검 감찰부는 조국 전 장관이 임명한 한동수 감찰부장이 총괄한다. 일각에선 추 장관의 감찰 지시가 사실상 윤 총장을 겨냥한 것 아니냐는 해석이 나온다."
"화이자 ""코로나19 백신 11월말 긴급사용 신청 계획""","화이자는 안전성 검증이 끝나는 다음 달 셋째 주에 미 식품의약국(FDA)에 긴급사용 승인 신청을 할 전망이다. 화이자 코로나19 백신은 현재 3상 임상시험을 진행 중이다. 16일(현지시간) 로이터통신에 따르면 앨버트 불라 화이자 최고경영자(CEO)는 ""사용 승인 신청 여부는 백신의 효과 등 몇 가지 요인에 따라 결정된다""며 ""현재 임상 속도로 볼 때 11월 셋째 주에는 안전성에 대한 데이터를 확보할 수 있는 것으로 보이고, 자료가 준비되면 곧바로 사용 승인 신청을 할 것""이라고 설명했다. FDA는 개발 단계의 백신에 대한 긴급 사용 승인을 위해 최소 2달 치의 안전성 정보(Safety Data)를 요구한다. 로이터통신은 다음 달 3일 치러지는 미 대선 이전에 코로나19 사용 승인이 이뤄지기는 어려울 것으로 보이지만, 연내 승인 가능성은 열려있다고 전했다. 화이자와 바이오엔테크는 올해와 내년 총 4억5000만회 분량의 백신을 미국과 EU(유럽연합) 등 각국 정부에 공급할 계획이다. 사용 승인이 내려지면 우선 올해 1억회 분량의 백신을 생산해 의료진 등 코로나19에 감염될 가능성이 큰 사람들에게 접종할 방침이라고 로이터는 전했다."
전세대출도 원리금 분할상환 가능해진다,"주택담보대출처럼 이자와 원금을 함께 갚아나가는 부분분할상환 전세대출 상품이 나온다. 한국주택금융공사는 대출금을 상환하면서 소득공제 혜택을 받을 수 있는 '부분분할상환 약정자 특례 전세자금보증'을 출시한다고 29일 밝혔다. 이 상품은 무주택자가 전세로 거주하며 목돈을 모아 향후 내집마련을 하는 데 도움을 주고자 기획된 상품이다. 본인과 배우자가 모두 무주택자인 경우에 이용할 수 있다. 대출기간 원금의 5% 이상을 분할상환해야 하며 최저 보증료율(0.05%)이 적용된다. 대출기간 원금을 상환하면 그에 따른 이자 부담이 줄어들고, 이자 뿐만 아니라 원금에 대해서도 소득공제를 받을 수 있다. 소득감소 등의 이유로 원금 상환이 어려워진 경우에는 1회에 한해 기존 대출금액의 만기일시 상환 방식의 전세대출로 갈아탈 수 있도록 대환 특례가 지원된다. 중도 상환 수수료를 면제하고 이자만 상환할 수 있도록 한 것이다. 기존에도 일부 은행이 분할상환 전세대출 상품을 운영하긴 했지만, 원금 상환을 중도에 멈추면 연체되는 문제가 있었다. 보증 기한은 전세대출의 상환기간 이내로, 기한 연장을 포함해 최대 10년까지 이용할 수 있다. 이용 기간 주택을 구입하면 경우에 따라 전세대출이 회수될 수 있다. 주금공은 점검을 통해 이용자의 주택 취득사실을 확인하며, 다주택자 또는 고가주택이거나 투기지역·투기과열지구 소재 3억 원 초과 아파트를 취득한 경우에는 전세대출이 회수된다고 설명했다. 다만 투기지역·투지과열지구에 소재한 3억 원 초과 아파트를 구입한 경우 해당 아파트에 세입자가 있을 때에 한해 전세대출금 회수가 유예된다. 자세한 상품 요건은 주금공 콜센터(1688-8114) 또는 취급은행(국민, 기업, 농협, 신한, 우리, 하나은행)에서 상담 받을 수 있다."
“개천절 집회 허용 판사를 탄핵하라”…靑 국민청원글 올라와,"일부 보수단체들의 개천절 집회를 하루 앞둔 2일 청와대 국민청원 게시판에 ‘드라이브 스루’ 집회를 조건부로 허용한 판사를 탄핵하자는 청원글이 올라왔다. 이날 청와대 국민청원 게시판에 올라온 ‘소규모 드라이브스루집회 허가해준 이성용 부장판사 탄핵청원’이라는 제목의 글에서 A씨는 “8·15 광복절 집회 때 (상황을) 보고도 허용해줬느냐”며 “그 당시 몇 만명이 (광화문 일대에) 왔다”고 주장했다. 이어 “지금 국민들이 코로나19로 힘들어하는 상황에서 소규모 차량집회를 왜 허용하느냐”며 “이성용 부장판사에게 진심으로 물어보고 싶다”고 덧붙였다. 이는 지난 8월 법원이 광복절 집회를 허가한 뒤, 코로나19가 재확산 됐던 사례에 따른 우려로 보인다. 당시 법원은 집회가 감염병 확산에 영향을 줄 것이라 판단할 근거가 부족하다며 집회금지 처분에 제동을 걸고 집회를 허용했지만, 실제로는 집회가 8∼9월 코로나19 전국 확산의 ‘기폭제’ 역할을 했다는 지적이 나오면서 논란이 됐다. 이에 A씨는 “아이들은 학교에 못 가고, 추석 때도 시골에 있는 부모님을 찾아뵙지 못하고, 자영업자들은 문을 닫아야 했다”며 “(판사는) 진지하게 고려하고 판단한 거냐”고 되물었다. 그는 “소규모든 대규모든 집회를 허용하면 안 되는 거였다. 국민들은 코로나19가 언제 끝나나 걱정하고 있다”며 “소규모 드라이브스루 허가한 판사를 탄핵해야 한다”고 거듭 주장했다. 이 청원에는 오후 10시40분을 기준으로 1만5000여명이 동의했다. 앞서 서울행정법원 행정6부(이성용 부장판사)는 지난달 30일 ‘새로운 한국을 위한 국민운동(이하 새한국)’ 측의 신청을 받아들여 경찰의 옥외집회 금지 처분에 대해 집행정지를 결정하면서 총 9가지 조건을 제시했다. 이 결정에 따르면 새한국은 사전에 집회 참가자 목록을 경찰에 제출하고, 명단이 참가자와 동일한지 경찰의 확인을 거치는 등의 까다로운 절차를 거쳐야 집회를 열 수 있다. 서울 강동구에서 개천절에 차량 집회를 열겠다고 신고했던 새한국은 서울 5개 구간에서 차량 집회를 열겠다고 추가로 신고한 것으로 알려졌다."
‘특전부자·특전부부’ 가을 하늘을 날다,"특전부대 소속 아버지와 아들, 신혼부부가 강하 훈련에 함께 참가했다. 29일 육군에 따르면 지난 26일 육군 특수전사령부 소속 특수전학교 강하훈련장에서 부자인 특전사 비호부대 이상각(48) 원사와 이동혁(20) 특전부사관 후보생이 동반 강하를 했다. 앞서 22일에는 부부인 국제평화유지단 박민우(28) 대위와 특수전학교 임예원(27) 중사가 함께 강하했다. 이 원사와 아들 이 후보생은 ‘843기 공수 기본교육’ 과정, 박 대위 부부는 ‘20-3·4차 강하조장 교육’에 각각 참가했다. 26년째 특전부대원의 길을 걷고 있는 이 원사는 자신처럼 특전부사관이 되겠다고 결심한 아들과 후배들을 격려하고자 동반 강하를 했다. 강하조장 훈련에 참여한 박 대위와 임 중사는 지난 6월 결혼한 신혼부부다. 특전사가 시행하는 강하 훈련 및 교육에서 부부 동반강하는 부자 동반강하보다 더욱 드물다."
부산 다대포해수욕장서 중학생 1명 사망·1명 실종...2명 구조,"중학생들이 폐장한 해수욕장에 들어갔다가 1명이 숨지고 1명이 실종됐습니다. 오늘(5일) 오후 4시 10분쯤 부산 다대포해수욕장에서 중학생들이 물에 빠졌다는 119신고가 접수됐습니다. 출동한 소방대원들이 2명을 구조했고, 이후 해경이 추가로 학생 1명을 구조했지만 이 학생은 결국, 숨졌습니다. 나머지 학생 1명은 실종 상태로, 소방당국과 해경이 헬기와 선박을 동원해 해수욕장 일대를 수색하고 있습니다. 해당 학생들은 같은 중학교 3학년으로 오늘은 등교 수업이 없었던 것으로 알려졌습니다."
“트럼프·바이든 누가 되든 자국우선주의 불변”,"미국 조 바이든 민주당 대선 후보의 통상공약은 도널드 트럼프 대통령과 크게 차별화되지 않지만 당선될 경우 환경과 노동 분야가 새로운 통상 이슈로 부각될 수 있다는 분석이 나왔다. 한국무역협회가 4일 발표한 ‘바이든 vs 트럼프 통상공약 비교와 시사점’ 보고서에 따르면 바이든 후보의 통상공약은 자국우선주의 정책으로, 트럼프 행정부와 크게 다르지 않은 것으로 분석됐다. 바이든은 ‘미국인들에게 이익이 되는 노동자 기반의 통상정책 추진’을 공약으로 내세웠다. ‘미국 내 제조’(Made in America), ‘미국산 구매’(Buy American) 등 자국 중심의 통상정책을 펼치겠다는 구상이다. 보고서는 바이든이 당선되더라도 강경한 대중국 정책은 지속할 것으로 내다봤다. 두 후보 간 가장 큰 입장 차이를 보이는 부분은 ‘환경 정책’이 지목됐다. 트럼프 대통령은 지난해 11월 파리기후협약을 탈퇴하고 환경 관련 규제 완화 정책을 추진했다. 하지만 바이든 후보는 대통령 취임 첫날 파리기후협약에 재가입하겠다고 밝혔다. 무역협회 설송이 수석연구원은 “민주당이 전통적으로 강조하고 있는 환경, 노동기준 강화가 새로운 통상이슈로 부각될 수 있다”며 “선거 직전까지 접전이 예상됨에 따라 우리 기업은 양당 후보의 통상 공약과 성향을 제대로 파악하고 선거 이후 변화에 대비할 필요가 있다”고 강조했다."
"IMF ""올해 한국 성장률 전망 -1.9%""",국제통화기금 IMF가 올해 우리나라 경제성장률을 -1.9%로 전망했습니다. 이는 IMF가 지난 6월 -2.1%로 전망했던 것과 비교해 0.2% 포인트 오른 것입니다. IMF는 코로나19 사태에도 수출 수요가 살아나고 있고 4차 추경 등 정부의 적극적 정책 대응을 반영했다고 설명했습니다. IMF는 현지시간 13일 발표한 10월 세계경제전망 보고서에서 최근 각국의 경제상황을 반영해 올해 세계 경제성장률 전망치를 -4.4%로 지난 6월보다 0.8%포인트 높였습니다.
"6조 원 대 광주시 금고, 광주은행으로 결정","광주은행이 한 해 6조 원에 가까운 광주시의 예산을 운영하는 시금고에 선정됐습니다. 예년보다 경쟁이 치열했는데 시중은행이 이번에도  향토은행인 지방은행의 벽을 넘지 못했습니다. 최정민 기자입니다. 이변은 없었습니다. 광주시금고 지정 심의위원회는 오늘 광주은행을  제1시금고로 결정했습니다. 지난 1969년부터 50년 넘게 줄곧 광주시의 금고지기를 고수하게 된 겁니다. 유치전에 뛰어든 은행은 광주은행과 국민은행 NH농협과 하나은행 등 4곳, 광주은행은 재무구조 안전성과 금고업무 관리 능력 등 5개 평가항목에서 골고루 높은 점수를 받았습니다. 특히 광주 글로벌모터스에 260억 원을 출연하는 등 지역밀착 경영에서 다른 시중은행과 차별화된 점이 이번 선정에 큰 영향을  끼친 것으로 전해졌습니다. 광주은행이  앞으로 4년간 운영할 광주시 예산은 5조 8천억 원 대 광주시가 펼칠 각종 사업의 파트너로 참여할 가능성도 높아지면서 향토은행의 입지를 수성했다는 평갑니다. 광주시 예산 3천억 원을 맡을 2금고는  국민은행으로 정해졌습니다. 현재 NH농협과 광주은행이 맡고 있는 전라남도의 1,2 금고는 내일(7일) 결정됩니다. KBS 뉴스 최정민입니다."
“2025년부터 채무비율 60% 이내 관리”…재정준칙 논란,"정부가 2025년부터 국내총생산(GDP) 대비 국가채무비율은 60%, 통합재정수지는 -3%가 넘지 않도록 관리하는 재정준칙을 발표했다. 이에 대해 코로나19 위기로 경제가 어려운 상황에 재정준칙이 불필요하다는 주장과 국가채무가 빠르게 늘어나는데 5년 뒤에나 시행하는 것은 실효성이 없다는 주장이 엇갈린다. 홍남기 부총리 겸 기획재정부 장관은 5일 정부세종청사에서 기자회견을 열어 “재정환경 변화 대응과 재정의 지속가능성 유지를 위해 재정준칙 도입 방안을 마련했다”고 밝혔다. 재정준칙은 국가채무, 재정적자 등 재정 건전성 지표에 목표를 정해 관리하도록 하는 규범이다. 기재부가 마련한 재정준칙은 2025년부터 지디피 대비 국가채무비율 60%, 통합재정수지는 -3% 이내로 관리하고, 한도가 넘어가면 건전화 대책을 의무적으로 마련한다는 내용을 담고 있다. 또 경제위기나 경기둔화 때에는 한도 적용을 일시 면제하거나 일부 완화할 수 있도록 했다. 위기는 전쟁과 대규모 재해, 글로벌 경제위기 등의 상황으로 이 경우엔 국가채무비율이 늘어도 그해에는 이를 적용하지 않고, 이후 4년에 걸쳐 국가채무비율 증가분을 해마다 균등하게 나눠 반영할 계획이다. 또 경기둔화 때는 통합재정수지 기준을 지디피 대비 -3%에서 -4%로 완화하기로 했다. 구체 기준은 전문가 협의 등을 거쳐 마련할 예정이다. 기재부는 재정준칙 도입을 담은 국가재정법 개정안을 마련해 국회에 제출하는 한편, 구체 내용은 시행령에 넣어 5년마다 재검토할 계획이다. 이에 대해 정세은 충남대 교수(경제학)는 “재정준칙이 있는 유럽연합도 코로나19를 맞아 국가채무비율이 100%가 넘어간 상황”이라며 “위기에 대해 예외를 둔다지만 위기는 지나간 다음에야 알 수 있어 재정준칙 필요성이 없다”고 말했다. 반면 한국재정학회장인 박기백 서울시립대 교수(세무학)는 “2025년부터 시행하는데다 시행령으로 재정준칙 내용을 마련해 향후 얼마든지 바꿀 수 있다”며 “기재부가 재정건전성을 생각한다는 정도의 메시지만 내려는 것으로 보인다”고 평가했다."
